'k0', 'ht', 'hp', 'p', 'phi', 'pk', 'mw', 'bl', 'rf', 'mu', 'hnc', 'esm', 'el', 'et', 'pa', 'pb', 'pt', 'pc', 'ca', 'F', 'br', 'ra', 'ns', 'an', 'ac', 'am', 'v0', 'nm', 'nl', 'hgm', 'asad', 'asan', 'dasa', 'dgh', 'ghd', 'ghn', 'dhh', 'tdsh', 'dcph', 'dgc', 'dhc', 'tdsc', 'dg', 'dh', 'tds', 'v', 's', 'f', 'pfs',Label
0.4509047619047627, 0.3232222222222231, 0.3754126984126984, 0.23007936507936497, 0.4069047619047651, 0.7919682539682527, 0.3931111111111123, 0.6209841269841279, 0.4544126984126981, 0.3648253968253965, 0.6935714285714292, 0.6594603174603183, 0.42211111111111205, 0.5890634920634934, 0.4938412698412706, 0.4499206349206331, 0.47179365079365143, 0.40095238095238056, 0.37365079365079407, 0.6229206349206329, 0.490253968253968, 0.35050793650793555, 0.4103968253968255, 0.5635079365079351, 0.37380952380952454, 0.4437777777777771, 0.426777777777776, 0.5712698412698408, 0.4352539682539698, 0.4660317460317469, 0.5144285714285692, 0.35842857142857076, 0.39922222222222326, 0.6609841269841285, 0.7073492063492094, 0.7683015873015866, 0.674634920634919, 0.4138253968253977, 0.40036507936507904, 0.31899999999999995, 0.2593968253968256, 0.7071746031746025, 0.25041269841269825, 0.40769841269841184, 0.539873015873015, 0.36000000000000043, 0.26063492063492155, 0.33460317460317496, 0.2301111111111108,amino
0.4363125000000011, 0.3744166666666672, 0.46150000000000013, 0.1462291666666669, 0.405437500000002, 0.7440833333333325, 0.40514583333333465, 0.668916666666668, 0.5156041666666662, 0.3894375000000002, 0.7311458333333329, 0.6454374999999999, 0.5042083333333339, 0.642645833333334, 0.45229166666666704, 0.552812499999998, 0.43225000000000036, 0.37220833333333253, 0.3995416666666665, 0.5439583333333338, 0.5611249999999994, 0.4225833333333322, 0.4872083333333329, 0.5401666666666668, 0.31943750000000015, 0.4346041666666659, 0.4508541666666654, 0.5192500000000002, 0.540541666666667, 0.5408333333333329, 0.5331666666666656, 0.30862500000000037, 0.45543750000000105, 0.6893958333333347, 0.7412916666666692, 0.8045416666666675, 0.6715833333333328, 0.46054166666666774, 0.475625, 0.31235416666666677, 0.2963333333333335, 0.642208333333333, 0.29556249999999995, 0.4494791666666658, 0.4984375000000005, 0.3714583333333339, 0.2329166666666676, 0.31458333333333394, 0.20989583333333325,amino
0.43451816745655736, 0.3668562401263831, 0.4393048973143755, 0.194091627172196, 0.412195892575042, 0.7307109004739322, 0.40974723538704755, 0.6419905213270155, 0.4898736176935222, 0.3940758293838861, 0.7154502369668251, 0.6410110584518174, 0.47860979462875364, 0.6203159557661947, 0.4783728278041084, 0.510236966824643, 0.43691943127962113, 0.3764454976303311, 0.40026856240126374, 0.5662401263823044, 0.5420853080568705, 0.39914691943127834, 0.45714060031595444, 0.5487361769352278, 0.3338230647709327, 0.44434439178514995, 0.45056872037914475, 0.5540600315955774, 0.5048025276461295, 0.52091627172196, 0.5369826224328588, 0.3281674565560819, 0.4460189573459725, 0.6687835703001601, 0.7208056872037959, 0.7851184834123227, 0.6611216429699843, 0.4529699842022121, 0.4529699842022115, 0.3291153238546603, 0.29780410742496116, 0.654107424960504, 0.29143759873617653, 0.44241706161137406, 0.50695102685624, 0.37646129541864165, 0.24960505529225993, 0.3327014218009488, 0.2243601895734599,amino
0.444601328903655, 0.36292358803986785, 0.4371096345514948, 0.1861461794019936, 0.41112956810631485, 0.7152159468438523, 0.39782392026578295, 0.6576411960132907, 0.49210963455149465, 0.3782558139534881, 0.7176578073089701, 0.6500996677740869, 0.4787873754152834, 0.626146179401995, 0.44823920265780753, 0.516162790697673, 0.4541528239202661, 0.3986877076411944, 0.3888205980066445, 0.5646013289036519, 0.545116279069767, 0.39691029900332103, 0.463687707641196, 0.5325415282392016, 0.3276079734219275, 0.42759136212624504, 0.44465116279069655, 0.5297176079734213, 0.5145016611295687, 0.5191860465116278, 0.5287209302325573, 0.3252657807308972, 0.4388372093023269, 0.6890199335548198, 0.7317275747508336, 0.7870598006644541, 0.6755647840531566, 0.45159468438538247, 0.46232558139534885, 0.30116279069767454, 0.2739867109634555, 0.6681395348837199, 0.26719269102989995, 0.42674418604651065, 0.5198172757475074, 0.362624584717609, 0.2445182724252501, 0.3289036544850509, 0.22023255813953477,amino
0.43743326488706497, 0.415626283367557, 0.4809650924024639, 0.1387268993839838, 0.41285420944558715, 0.7179671457905538, 0.409733059548256, 0.6943121149897347, 0.5492402464065702, 0.39899383983572856, 0.7377002053388082, 0.6451745379876792, 0.5184394250513351, 0.6540451745379882, 0.46459958932238243, 0.5523408624229955, 0.4048459958932243, 0.3624024640657076, 0.40636550308008185, 0.5315400410677624, 0.5761190965092395, 0.4400205338809023, 0.5071663244353176, 0.5529363449691983, 0.32893223819301876, 0.41981519507186776, 0.467885010266939, 0.5255236139630391, 0.5546611909650924, 0.5485010266940445, 0.5490759753593417, 0.3060780287474336, 0.47468172484599724, 0.7093429158110901, 0.7573305954825489, 0.815318275154005, 0.6751540041067756, 0.4820739219712537, 0.5144969199178645, 0.2927926078028748, 0.2957494866529775, 0.6268993839835727, 0.29201232032854174, 0.45147843942505, 0.49478439425051407, 0.3767967145790565, 0.23696098562628432, 0.3174537987679683, 0.17924024640657082,amino
0.41717105263158016, 0.39503289473684305, 0.44564144736842076, 0.19417763157894755, 0.41791118421052914, 0.7286348684210504, 0.4247039473684227, 0.6664144736842117, 0.5053947368421049, 0.40299342105263164, 0.7174013157894725, 0.6206250000000008, 0.48654605263158035, 0.611907894736844, 0.4608717105263165, 0.5285361842105243, 0.44041118421052683, 0.3800822368421041, 0.4179111842105259, 0.5634046052631564, 0.5400328947368416, 0.40491776315789374, 0.4642927631578943, 0.5389144736842092, 0.3174177631578955, 0.4328124999999992, 0.4712171052631564, 0.5351315789473695, 0.5182565789473683, 0.5177631578947378, 0.5588815789473676, 0.3362993421052633, 0.46393092105263267, 0.6670230263157916, 0.7176151315789504, 0.7867927631578958, 0.6480592105263168, 0.4777467105263161, 0.48335526315789396, 0.33407894736842136, 0.3157730263157902, 0.6291118421052616, 0.29916118421052573, 0.4529111842105249, 0.49503289473684214, 0.3911184210526322, 0.24144736842105363, 0.3437500000000011, 0.2179605263157894,amino
0.4431845841785005, 0.38847870182555855, 0.48734279918864104, 0.13937119675456408, 0.41243407707911, 0.7604056795131829, 0.407910750507101, 0.6654158215010157, 0.5381338742393504, 0.40277890466531446, 0.7399797160243402, 0.6610750507099395, 0.5179716024340777, 0.6663083164300214, 0.49014198782961543, 0.5478093306288011, 0.4016227180527384, 0.34415821501014165, 0.4069776876267749, 0.5230425963488847, 0.5878701825557804, 0.4362880324543598, 0.5072210953346853, 0.5808316430020276, 0.3005679513184585, 0.444056795131845, 0.46292089249492735, 0.5738133874239354, 0.5472616632860041, 0.5611156186612573, 0.5405273833671388, 0.2931034482758624, 0.4753955375253561, 0.6953549695740385, 0.7490466531440186, 0.8106693711967544, 0.6679310344827587, 0.4782555780933072, 0.4992494929006083, 0.30823529411764683, 0.3012778904665317, 0.6310953346855979, 0.2990669371196755, 0.45174442190669306, 0.4970385395537531, 0.3742393509127795, 0.24543610547667433, 0.3221095334685605, 0.21097363083164303,amino
0.4285764499121277, 0.37198594024604686, 0.4466608084358521, 0.16922671353251326, 0.41159929701230513, 0.7617398945518452, 0.41119507908611785, 0.6668014059753974, 0.513532513181019, 0.3970474516695955, 0.719683655536028, 0.6579789103690686, 0.4863444639718813, 0.6379789103690697, 0.48096660808435904, 0.5205096660808419, 0.42810193321616946, 0.3687873462214404, 0.4025131810193321, 0.547768014059753, 0.5566432337434091, 0.4064323374340938, 0.48066783831282894, 0.5666080843585226, 0.3191739894551851, 0.45007029876977056, 0.46003514938488427, 0.5724780316344467, 0.5085413005272411, 0.5222319859402468, 0.5443585237258333, 0.3209841827768013, 0.45919156414762846, 0.693550087873464, 0.7405096660808467, 0.80108963093146, 0.6756414762741646, 0.458857644991214, 0.47393673110720536, 0.30602811950790837, 0.2891915641476278, 0.6483655536028112, 0.28938488576449883, 0.44405975395430525, 0.5042355008787345, 0.37434094903339266, 0.2523725834797899, 0.33919156414762813, 0.21010544815465693,amino
0.42552264808362533, 0.38609756097561054, 0.4586933797909408, 0.15578397212543565, 0.40641114982578636, 0.7292857142857129, 0.41029616724738815, 0.6608188153310119, 0.5156097560975602, 0.39163763066202095, 0.7307317073170728, 0.6346341463414643, 0.49559233449477474, 0.6287282229965174, 0.45926829268292735, 0.5403832752613221, 0.4355400696864116, 0.3737456445993023, 0.4041114982578393, 0.5527700348432049, 0.5574738675958175, 0.4241811846689884, 0.4744425087108008, 0.5472473867595808, 0.3208188153310106, 0.42818815331010346, 0.4572299651567927, 0.5327526132404188, 0.5309059233449479, 0.5353135888501744, 0.5383797909407652, 0.3155923344947739, 0.4563937282229982, 0.6835191637630682, 0.7357491289198637, 0.8012891986062722, 0.6658536585365855, 0.4637456445993036, 0.4763588850174213, 0.3195296167247389, 0.2995296167247391, 0.6430487804878043, 0.2999651567944245, 0.4485888501742147, 0.5013937282229964, 0.37979094076655145, 0.24076655052264895, 0.3240418118466908, 0.22994773519163755,amino
0.44262458471760785, 0.3520265780730898, 0.42232558139534915, 0.178106312292359, 0.42239202657807395, 0.7607308970099675, 0.3994352159468441, 0.6319269102990048, 0.477109634551496, 0.3901993355481728, 0.7002990033222586, 0.6515614617940193, 0.4635548172757481, 0.6157142857142849, 0.46750830564784046, 0.503654485049834, 0.45305647840531565, 0.39006644518272393, 0.3929568106312292, 0.5894019933554817, 0.5304983388704319, 0.36916943521594614, 0.4523588039867114, 0.5398338870431897, 0.3194352159468436, 0.4487375415282389, 0.441528239202658, 0.554617940199336, 0.4942857142857148, 0.5043853820598004, 0.5315946843853817, 0.33700996677740924, 0.43388704318936827, 0.6746511627906987, 0.7229568106312296, 0.7902990033222578, 0.6719933554817273, 0.43827242524916965, 0.4394019933554819, 0.3221262458471758, 0.29006644518272456, 0.6600996677740869, 0.2867109634551495, 0.4421262458471759, 0.5053488372093026, 0.3624584717607978, 0.23122923588039876, 0.3342192691029906, 0.2213621262458472,amino
